Comment number,class,comment,processed_comment
19334.0,1.0,RT @jaynovel: Real RT @JRUIZ__: Few things worse than forcing a conversation with a dumb bitch,rt jaynovel real rt jruiz thing worse forcing conversation dumb bitch
19335.0,1.0,RT @jazzy_luvvs_you: Chantel isn't a side hoe bc apparently she's lesbian. IM DONE WITH LIFE. All these months hating her for no reason.,rt jazzyluvvsyou chantel isnt side hoe bc apparently shes lesbian im done life month hating reason
19336.0,1.0,RT @jballinbutts420: @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;,rt jballinbutts420 jamiecaudillo youre retarded enough atleast date bring birthday1008465039128535
19337.0,1.0,"RT @jburnone: Cheating ain't no accident hoe!
 fallin off a bike is a accident! 
I ain't never seen a bitch trip &amp; land on no dick!",rt jburnone cheating aint accident hoe fallin bike accident aint never seen bitch trip amp land dick
19338.0,1.0,RT @jcal__: &#8220;@BlessedMannie: &#8220;@alluring____: y'all hoes get boyfriends just to tweet about them.&#128588;&#8221;&#8221; then break up to dawg him on here lol,rt jcal 8220blessedmannie 8220alluring yall hoe get boyfriend tweet them12858882218221 break dawg laugh loud
19339.0,1.0,RT @jcash___: Bradshaw ain't no hoe,rt jcash bradshaw aint hoe
19340.0,1.0,"RT @jcope12003: @RealNoth @msmansk are you kidding? #boycottCriminalIntent just lost my fave program. Take a belt to THAT, bitch.",rt jcope12003 realnoth msmansk kidding boycottcriminalintent lost fave program take belt bitch
19341.0,1.0,RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky bitch &#128557;&#128148;&#128553;&#128514;,rt jdollasignnn 16stanleys 128514128514128514128514 im weak I going go stalk lmfao lucky bitch 128557128148128553128514
19342.0,2.0,RT @jeffgallardo9: &#8220;@Sonali1123: Guys with colored eyes &#128525;&#8221; http://t.co/hwiPlPuxpQ,rt jeffgallardo9 8220sonali1123 guy colored eye 1285258221 httptcohwiplpuxpq
19343.0,2.0,RT @jemelehill: Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or&#8230;,rt jemelehill saw dawn planet ape one better move ive seen year didnt know wanted ape or8230
19344.0,1.0,"RT @jenebooks: @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask",rt jenebooks whistgoddess like r queer cmon jen even need ask
19345.0,2.0,RT @jenebooks: I feel a lot of ppl trash talking indie for all sounding the same but i think any genre you're not v into tends to sound th &#8230;,rt jenebooks feel lot ppl trash talking indie sounding think genre youre v tends sound th 8230
19346.0,2.0,"RT @jennaferjenbub: &#8220;@BarryClerjuste: ""Anything below a A+ and we disown you ling ling"" http://t.co/m1QiWK4xZg&#8221; @AustinBedsaul",rt jennaferjenbub 8220barryclerjuste anything disown ling ling httptcom1qiwk4xzg8221 austinbedsaul
19347.0,2.0,"RT @jennakimjones: Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love&#8230;",rt jennakimjones dear oreo whats hear watermelon flavor keep fake fruit flavor crisco sandwich love8230
19348.0,1.0,RT @jenny_barajas: &#8220;@FazeyBaby: quote this tweet with the funniest pic in ya camera roll &#128514;&#8221; this bitch started it all&#128514; http://t.co/8xqcxUo&#8230;,rt jennybarajas 8220fazeybaby quote tweet funniest pic camera roll 1285148221 bitch started all128514 httptco8xqcxuo8230
19349.0,1.0,RT @jennydigi: @thotpockets &#9995;&#11088;&#65039;bitch,rt jennydigi thotpockets 99951108865039bitch
19350.0,1.0,RT @jeremiahKOEking: Not every female is a TROPHY&#127942;&#128525;&#128588; some of y'all hoes are just Certificates of Completion!&#128221;&#128195;&#128530;,rt jeremiahkoeking every female trophy127942128525128588 yall hoe certificate completion128221128195128530
19351.0,1.0,"RT @jerrilyn71: ""@HistoryGoon: and also.pussy!..if my shit offends u..get off twitter..block me..and go suck a cock...",rt jerrilyn71 historygoon alsopussyif shit offends uget twitterblock meand go suck cock
19352.0,0.0,"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;",rt jerrilyn71 historygoon hey dicklicker say im happily divorced bitter homophobic im scared queersi hate em fudg8230
19353.0,1.0,"RT @jerseywolfgod: I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life.",rt jerseywolfgod dont want pussy make want pay bill sleep sunday morning away dont ruin life
19354.0,2.0,RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,rt jesscorsoncle anyone know good pet sitter clenortheast ohio specifically cat amp bird thanks clepets neo clevelan8230
19355.0,1.0,RT @jessielee1028: @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;,rt jessielee1028 hawkdaddy300 gavinmhawks21 urboygeorge yeah dont think thats okayfuckin drop shouldnt even joke abo8230
19356.0,1.0,"RT @jessietorr: yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??",rt jessietorr yeah unoriginal bitch thing many straight white men know boring
19357.0,1.0,RT @jessmelkum: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie,rt jessmelkum nipple piercings suppose girl personal secret yall hoe get take selfie
19358.0,2.0,"RT @jewtanski: When you has a frownie, eats a brownie",rt jewtanski frownie eats brownie
19359.0,0.0,RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;,rt jezzzz 8220gingasnaps13 jezzzz shitpussiessay jessica im afraid slit throat tomorrow8221 ritenourschools barackobama 8230
19360.0,2.0,RT @jfkirtley: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12,rt jfkirtley red havent lost series yankee stadium since 1961 world series 76 08 12
19361.0,2.0,"RT @jgalt666: Don't let a crisis go to waste.Dems Exploiting Ebola to trash Repubs opposed to Obama&#8217;s choice for Surgeon Gen, http://t.co/&#8230;",rt jgalt666 dont let crisis go wastedems exploiting ebola trash repubs opposed obama8217s choice surgeon gen httptco8230
19362.0,1.0,RT @jillxoxo12: anxiety is such a cunt,rt jillxoxo12 anxiety cunt
19363.0,1.0,RT @jimjefferies: I'm never watching brave heart again! You cunts don't want freedom,rt jimjefferies im never watching brave heart cunt dont want freedom
19364.0,1.0,"RT @jimjefferies: When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt&#8230;",rt jimjefferies people write review comedy start im easily offended funny cunt8230
19365.0,2.0,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,rt jimmerfredette hope yankee game doesnt get rained tonight going special atmosphere game jeter deser8230
19366.0,1.0,RT @jjauthor: US ghettos-driven by lib ideology;forged by unions&amp;bankrupted by self-serving Ds catering 2parasites! #tcot http://t.co/Ee2L5&#8230;,rt jjauthor u ghettosdriven lib ideologyforged unionsampbankrupted selfserving d catering 2parasites tcot httptcoee2l58230
19367.0,2.0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,rt jjauthor u ghettosdriven liberal ideology forged union amp bankrupted selfserving dems catering 2parasites tcot httpt8230
19368.0,0.0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;,rt jjauthor u ghettosdriven liberal ideology forged union amp bankrupted selfserving dems catering parasitestcot http8230
19369.0,2.0,RT @jm_wags: Well I play flappy bird now and I don't know why,rt jmwags well play flappy bird dont know
19370.0,1.0,"RT @joerogan: Dear everyone using ""natural"" deodorant, it's not working, you stinky bitch.",rt joerogan dear everyone using natural deodorant working stinky bitch
19371.0,1.0,"RT @jogonzalez_23: &#8220;@shinglewarf: #single http://t.co/zLzg6sjBbh&#8221;

NOOO ""my nuts bitch"" &#128514;&#128553;&#128553;&#128553;&#128553;&#128553;",rt jogonzalez23 8220shinglewarf single httptcozlzg6sjbbh8221 nooo nut bitch 128514128553128553128553128553128553
19372.0,1.0,RT @john_nesby: &#128514;&#128514;&#128514; I know who Chubb talkin bout lmao definitely not my hoe,rt johnnesby 128514128514128514 know chubb talkin bout laughing as definitely hoe
19373.0,1.0,RT @johntherealman: &#8220;@gingerash2013: My main bitch and my side bitch mad at me but I could give two fucks&#8221; #twofucks&#9996;&#65039; &#127911;&#127911;,rt johntherealman 8220gingerash2013 main bitch side bitch mad could give two fucks8221 twofucks999665039 127911127911
19374.0,1.0,RT @johntherealman: So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight,rt johntherealman see one participating twitter purge pussy ihopeitssuposetobetonight
19375.0,1.0,"RT @joiiiie_: your still on the side hoe , stfu",rt joiiiie still side hoe stfu
19376.0,2.0,RT @joselopez222: Aurora is more ghetto then the bellos &#128514;&#128557;,rt joselopez222 aurora ghetto bellos 128514128557
19377.0,1.0,RT @josephdburns34: Damn girl u is a straight hoe!&#128514;&#128514;&#128514;,rt josephdburns34 damn girl straight hoe128514128514128514
19378.0,2.0,"RT @josepheach: D-emand
E-veryone's
M-oney &amp;
O-bjects
C-ollectively be
R-edistributed
A-mong
T-heir
S-upporters",rt josepheach demand everyones money amp object collectively redistributed among supporter
19379.0,1.0,RT @joshhandsomee87: Well I felt sorry for her before but that was stupid. Still though @edgarguillenjr is a bitch who wont try that wit ...,rt joshhandsomee87 well felt sorry stupid still though edgarguillenjr bitch wont try wit
19380.0,1.0,RT @joshuaxallen_: #tbt Halloween 2011 a spoopy hoe and her pimp daddy http://t.co/oQVP80EGhx,rt joshuaxallen tbt halloween 2011 spoopy hoe pimp daddy httptcooqvp80eghx
19381.0,1.0,RT @joytooawesome: @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming,rt joytooawesome gorgeousskee vintagemonroe bitch nooooo kim mine dreaming
19382.0,1.0,RT @joytooawesome: @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !,rt joytooawesome imjessicaaaaa vintagemonroe bitch im talking
19383.0,2.0,RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,rt jpayneancap amperez sybilll diannewing2 velvethammer mylibertymygun sdalexander11 aoakleyc okay sure shes new york yankee prog8230
19384.0,2.0,"RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",rt jrsalzman buzzfeed male live city buy meat plastic mock girl use gun go hunting manly
19385.0,1.0,"RT @juanadog: Dallying is for bitches, bro. I dilly, exclusively.",rt juanadog dallying bitch brother dilly exclusively
19386.0,1.0,RT @judiebaby_: @Vnxthny ATTENTION !!! Keshonna Alexander had the best pussy in the world. Taste good asf&#128523;&#128523;&#128525;&#128536;&#128079;&#128588;&#128514;&#128514;&#128514;&#128553;&#128540;&#128523;&#128523;&#128525;&#128525;,rt judiebaby vnxthny attention keshonna alexander best pussy world taste good asf128523128523128525128536128079128588128514128514128514128553128540128523128523128525128525
19387.0,1.0,RT @juiceman829: @herk87 @RealMichaelKay how much does your wife wet pussy want another dick. #BIG HEAD,rt juiceman829 herk87 realmichaelkay much wife wet pussy want another dick big head
19388.0,1.0,RT @juicygenie: @thotpockets fat bitches that think they cute,rt juicygenie thotpockets fat bitch think cute
19389.0,2.0,RT @juicygenie: Sheryl crow be my mom,rt juicygenie sheryl crow mom
19390.0,0.0,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;,rt juliarodd kennies angry talk like ghetto black man really dont even think notice hahahahahahaha im laughing 8230
19391.0,2.0,RT @juliebenz: I drink unicorn tears... RT @thecarnage07: @juliebenz And they say blondes don't age well :) You look like you're 20 :) ho&#8230;,rt juliebenz drink unicorn tear rt thecarnage07 juliebenz say blonde dont age well look like youre 20 ho8230
19392.0,1.0,"RT @junnDem: If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe.",rt junndem woman care shell get mad little thing cant handle deserve hoe
19393.0,1.0,RT @jusabadgirl_: Nothing I hate more than a SNEAKY bitch,rt jusabadgirl nothing hate sneaky bitch
19394.0,1.0,"RT @jusangel_: Bae will always be bae . Even when bae is not bae, that's still bae . Therefore , you hoes can move around please &#9996;&#65039;",rt jusangel significant always significant even significant significant thats still significant therefore hoe move around please 999665039
19395.0,1.0,"RT @justicechrist: @ChillAssTweets_ @SimplySoulful when you sitting next ya girl and ya side bitch text you ""hey babe """,rt justicechrist chillasstweets simplysoulful sitting next girl side bitch text hey babe
19396.0,1.0,RT @justjomartinez: @Vidal_Lucia you've been doing too much math homework hoe &#128514;&#128514;,rt justjomartinez vidallucia youve much math homework hoe 128514128514
19397.0,1.0,RT @justjor_: 0 energy for these hoes,rt justjor 0 energy hoe
19398.0,1.0,RT @k_ree2: &#8220;@Trentdamanz: These hoes are loyal&#8221; plot twist,rt kree2 8220trentdamanz hoe loyal8221 plot twist
19399.0,1.0,RT @kaaatt0: I'm snatching all your bitches at my leisuuuure,rt kaaatt0 im snatching bitch leisuuuure
19400.0,1.0,"RT @kaegann: If you ""hate people so much"" then go morph into a Chihuahua since you want to be a little, whiny bitch so badly.",rt kaegann hate people much go morph chihuahua since want little whiny bitch badly
19401.0,1.0,"RT @kaitlyn_lardi: ""@17Seniors: so i basically become a fearless bitch when i'm mad""",rt kaitlynlardi 17seniors basically become fearless bitch im mad
19402.0,2.0,RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;,rt kamaalrkhan sir arvindkejriwal career tho apka waise bhi khatam ho chukka become new amar singh try publicity kejr8230
19403.0,1.0,"RT @kanYeBreast: seeee RT @phontigallo: ""Let that bitch hop in your mentions one more time, hear?"" http://t.co/VqHWqhvnwB",rt kanyebreast seeee rt phontigallo let bitch hop mention one time hear httptcovqhwqhvnwb
19404.0,2.0,RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;,rt karengonski wish one girl guy liked matter whatike could wear sweat hair would sti8230
19405.0,1.0,"RT @karessaNV_M: If I was a bird, you would be the 1st person I&#8217;d shit on.",rt karessanvm bird would 1st person i8217d shit
19406.0,1.0,RT @karlos_budah: @RealNiggaSherm aye bro you kno how this shit go we in this bitch solid af running FREE THE 1ST,rt karlosbudah realniggasherm aye brother kno shit go bitch solid fuck running free 1st
19407.0,1.0,"RT @karlos_budah: Free the squaddd @1stBlocJeremiah, @RealNiggaSherm We in this bitch Solid FIRST BLOCK FREEE US",rt karlosbudah free squaddd 1stblocjeremiah realniggasherm bitch solid first block freee u
